name,ra,dec,access,imagename,paper_id,flag_discovery,z_source,z_source_secure,flag_zsource,z_lens,z_lens_secure,flag_zlens,source_type,lens_type,n_img,image_conf,image_sep,flag_confirmed,flag_candidate,candidate_score,original_score,flag_contaminant,contaminant_type,info
J000128.98-554959.1,0.37042,-55.833,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,FALSE,,,TRUE,STARS,Selected through W2MG1mult; C.L.: stars based on Gaia proper motions
J005301.98+002043.2,13.25791,0.34533,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,FALSE,,,TRUE,QUASAR+STAR,Selected through W2MG1sing; C.L.: SDSS spectrum blend
J011455.07-054753.7,18.72916,-5.79824,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,,0.25,,,,Selected through W2MG1mult
J011509.25-231453.5,18.78833,-23.2481,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,,0.25,,,,Selected through W2MG1sing
J020157.21-051000.9,30.48833,-5.16691,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,,0.25,,,,Selected through W2MG1sing
J021524.18-472845.0,33.85041,-47.4791,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,,1.0,,,,Selected through W2MG1sing
J023207.66-325458.1,38.03166,-32.9161,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,FALSE,,,TRUE,STARS,Selected through W2MG1mult; C.L.: stars based on Gaia proper motions
J023639.92-475231.6,39.16624,-47.8754,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,,1.0,,,,Selected through W2MG1sing
J030606.05-611130.0,46.52499,-61.1916,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,,0.25,,,,Selected through W2MG1sing
J033908.87-612144.7,54.78666,-61.3624,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,,2.5,,,,Selected through W2MG1mult
J035542.64-533440.3,58.92749,-53.5778,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,,0.5,,,,Selected through W2MG1sing
J040148.10-251438.0,60.45041,-25.2438,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,,2.5,,,,Selected through W2MG1sing
J041848.07-275410.1,64.69999,-27.9028,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,,1.25,,,,Selected through W2MG1mult
J045453.01-302636.0,73.72083,-30.4433,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,FALSE,,,TRUE,STARS,Selected through W2MG1sing; C.L.: stars based on Gaia proper motions
J050120.31-633247.8,75.33458,-63.5466,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,,0.25,,,,Selected through W2MG1sing
J215713.63-420149.5,329.3066,-42.0304,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,,1.5,,,,Selected through W2MG1sing
J003247.75-243429.0,8.19875,-24.5747,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,,0.75,,,,Selected through GaiaDR2mult
J004254.16+045254.2,10.72541,4.88172,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,FALSE,,,TRUE,STARS,Selected through GaiaDR2mult
J005813.40-394724.6,14.55583,-39.7901,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,FALSE,,,TRUE,QUASAR+STAR,Selected through GaiaDR2mult; C.L.: quasar+star based on Gaia proper motions
J012325.25-204852.9,20.85499,-20.8146,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,FALSE,,,TRUE,STARS,Selected through GaiaDR2mult; C.L.: stars based on Gaia proper motions
J015033.23-030746.5,27.63833,-3.12958,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,,1.75,,,,Selected through GaiaDR2mult
J024754.77-634923.2,41.97791,-63.8231,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,,2.5,,,,Selected through GaiaDR2mult
J041137.60-483935.8,62.90666,-48.6599,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,FALSE,,,TRUE,STARS,Selected through GaiaDR2mult; C.L.: stars based on Gaia proper motions
J052611.27-393346.6,81.54666,-39.5629,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,,2.5,,,,Selected through GaiaDR2mult
J060832.98-351309.7,92.13708,-35.2193,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,,1.0,,,,Selected through GaiaDR2mult
J212034.78-423904.7,320.1445,-42.6513,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,FALSE,,,TRUE,QUASAR+STAR,Selected through GaiaDR2mult; C.L.: quasar+star based on Gaia proper motions
J201425.41-595746.6,303.6058,-59.9629,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,FALSE,,,TRUE,QUASAR+STAR,Selected through GaiaDR2mult; C.L.: quasar+star based on Gaia proper motions
J202649.74-422818.6,306.707,-42.4718,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,,2.5,,,,Selected through GaiaDR2mult
J203348.67-593640.1,308.4525,-59.6111,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,,0.1,,,,Selected through GaiaDR2mult
J210014.90-445206.4,315.062,-44.8684,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,,3.0,,,,Selected through GaiaDR2mult
J211242.15-595924.2,318.1754,-59.99,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,FALSE,,,TRUE,STARS,Selected through GaiaDR2mult; C.L.: stars based on Gaia proper motions
J212354.86+004416.2,320.9783,0.73783,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,FALSE,,,TRUE,STARS,Selected through GaiaDR2mult; C.L.: stars based on Gaia proper motions
J215021.33-565008.5,327.5887,-56.8356,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,FALSE,,,TRUE,STARS,Selected through GaiaDR2mult; C.L.: stars based on Gaia proper motions
J215431.92-444302.0,328.6329,-44.7172,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,FALSE,,,TRUE,STARS,Selected through GaiaDR2mult; C.L.: stars based on Gaia proper motions
J215837.29-581203.9,329.6549,-58.201,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,,2.5,,,,Selected through GaiaDR2mult
J220819.74-631500.9,332.082,-63.2502,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,FALSE,,,TRUE,STARS,Selected through GaiaDR2mult; C.L.: stars based on Gaia proper motions
J001947.71-293255.2,4.94875,-29.5486,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,,1.0,,,,Selected through 2QZ
J003503.89-313203.2,8.76583,-31.5342,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,,1.5,,,,Selected through 2QZ
J023023.47-281003.3,37.5975,-28.1675,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,,1.0,,,,Selected through 2QZ
J023221.00-314913.1,38.08749,-31.8203,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,,1.25,,,,Selected through 2QZ
J025001.69-373244.7,42.50666,-37.5457,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,,0.1,,,,Selected through 6dFGS
J030403.03-195524.4,46.0125,-19.9234,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,,1.0,,,,Selected through 6dFGS
J053009.04-383734.9,82.5375,-38.6263,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,,0.5,,,,Selected through 6dFGS
J002453.30-271644.0,6.22208,-27.2788,PUB,,2019MNRAS.489.2525A,TRUE,,,,,,,,,,,,,,2.0,,,,Selected through RASS
